rowid,code,FY,land_value,inf_new,edu_new,wel_new,env_new,ind_new,fir_new,gen_new
1090,19204,2014,40300,24461.25,11734.75,1504.25,780.25,3037,1355.5,3918.5
1091,19205,2010,27100,40656,14747,1709,2281,8909,839,6098
1092,19205,2011,26116.666666666668,40596,14394,1724,2214,8198,768,5888
1093,19205,2012,25166.666666666668,40572,14222,1668,2175,7556,730,5749
1094,19205,2013,24233.333333333332,40442,14803,1581,2096,6951,666,5978
1095,19205,2014,23533.333333333332,40285,14577,1476,2019,6386,588,5928
1096,19206,2010,45900,28280,17069,1526,91,3873,755,943
1097,19206,2011,44366.666666666664,27940,16701,1445,86,3718,803,896
1098,19206,2012,43166.666666666664,27528,16804,1352,80,3606,818,1351
1099,19206,2013,42566.666666666664,26990,17183,1304,75,3439,793,1302
1100,19206,2014,42000,26476,17428,1211,69,3281,785,1253
1101,19207,2010,29425,21401,15597,1556,994,5511,552,7917
1102,19207,2011,28400,21306,15470,1508,966,5255,531,8194
1103,19207,2012,27525,20995,15419,1440,939,5012,521,7815
1104,19207,2013,26700,21292,15157,1453,922,4820,540,7737
1105,19207,2014,25950,21040,14897,1977,904,4626,503,7194
1106,19208,2010,26496.153846153848,54612,35011,4670,3034,13503,3673,10531
1107,19208,2011,25384.615384615383,54402,34409,4462,2862,12819,3740,10195
1108,19208,2012,24269.23076923077,54296,34053,4497,2688,12186,3790,9969
1109,19208,2013,23330.76923076923,53726,34001,4677,2512,11673,4129,9692
1110,19208,2014,22584.615384615383,53179,33773,4532,2333,11186,4042,9423
1111,19209,2010,14994.736842105263,51008,35353,7983,4038,34903,789,11343
1112,19209,2011,14447.368421052632,51302,35172,7588,3822,32443,903,11175
1113,19209,2012,13900,50842,36565,7188,3556,29941,980,11162
1114,19209,2013,13447.368421052632,50477,36083,6759,3262,27488,1031,10801
1115,19209,2014,13035.263157894737,50238,35556,6375,2866,25259,1183,10573
1116,19210,2010,37163.63636363636,44429,33416,3851,1089,5965,866,8143
1117,19210,2011,36281.818181818184,44780,32957,3784,1059,5882,979,8557
1118,19210,2012,35536.36363636364,44864,32914,4266,1020,5737,921,8346
1119,19210,2013,34827.27272727273,45411,32823,4800,1018,5632,896,8048
1120,19210,2014,34190.90909090909,45603,32362,5286,1003,5419,860,7846
1121,19211,2010,27176.875,49893,38374,5375,782,10713,2813,12023
1122,19211,2011,26001.875,53399.25,38371.25,5615.75,1060.25,10408,2977.75,11324.5
1123,19211,2012,24921.875,52847,38398,5934,1236,10380,2913,10920
1124,19211,2013,23986.25,54119,38188,5706,1152,10315,2790,11320
1125,19211,2014,23217.5,56738,38525,5448,1071,10224,3395,11035
1126,19212,2010,34440,21158,14906,394,2746,4229,422,7482
1127,19212,2011,33120,20800,14592,378,2695,3962,423,7572
1128,19212,2012,31920,20432,14177,402,2625,3776,426,7337
1129,19212,2013,30760,20116,13779,795,2567,3562,788,7403
1130,19212,2014,29820,20321,13478,1070,2526,3402,1366,7118
1131,19213,2010,25822.222222222223,27883,16312,2543,3492,13591,684,4696
1132,19213,2011,24655.555555555555,27816,16303,2421,3302,12790,658,4641
1133,19213,2012,23488.88888888889,27849,16773,2353,3117,12151,856,4626
1134,19213,2013,22422.222222222223,27862,17803,2201,2936,11561,1468,4517
1135,19213,2014,21533.333333333332,27966,18941,2114,2758,11091,1367,4430
1136,19214,2010,34385.71428571428,22702,13144.5,1941,231,4371.5,676.5,4408
1137,19214,2011,33485.71428571428,22849,13209,1998,232,4515,704,4481
1138,19214,2012,32728.571428571428,22555,13080,1884,230,4228,649,4335
1139,19214,2013,32285.714285714286,22702,13144.5,1941,231,4371.5,676.5,4408
1140,19214,2014,32000,22702,13144.5,1941,231,4371.5,676.5,4408
1141,20201,2010,45154.84848484849,473158,194407,15984,23296,50237,8162,26793
1142,20201,2011,43921.21212121212,475018,196809,15936,22664,49085,8446,26279
1143,20201,2012,42970,474242,199263,15427,22339,47478,8739,26105
1144,20201,2013,42358.181818181816,476956,205257,14754,22418,45995,8889,27754
1145,20201,2014,42034.242424242424,483510,208148,14490,25352,44640,11255,31623
1146,20203,2010,35046.153846153844,140981,63149,11212,2764,33434,2079,11678
1147,20203,2011,33800,140802,63770,10864,2602,32522,2096,12918
1148,20203,2012,32830.769230769234,140113,63392,10477,2444,31309,2074,15046
1149,20203,2013,32007.69230769231,140780,62717,10202,2305,30358,2131,20832
1150,20203,2014,31400,140894,65069,10350,2153,29281,2147,23403
1151,20204,2010,38550,48061,18256,3887,1724,2300,319,8533
1152,20204,2011,37025,47517,18394,3760,1690,2269,306,8096
1153,20204,2012,35950,47208,18377,3578,1617,2186,302,7671
1154,20204,2013,35025,46813,18285,3386,1423,2128,917,7513
1155,20204,2014,34250,47399.75,18328,3652.75,1613.5,2220.75,461,7953.25
1156,20206,2010,44766.666666666664,37876,22607,5035,2160,2267,1058,3748
1157,20206,2011,43166.666666666664,37723,22271,5423,2052,2227,1068,3660
1158,20206,2012,41933.333333333336,37503,22639,5740,1996,2167,1059,3968
1159,20206,2013,41000,37431,23413,5751,1936,2136,1072,3955
1160,20206,2014,40366.666666666664,37385,23297,5685,2101,2075,1068,3910
1161,20207,2010,38460,34280,20815,5179,1572,6280,1007,1694
1162,20207,2011,36960,34809,20931,5347,1570,6161,968,1663
1163,20207,2012,35540,35296,20622,5712,1627,6128,994,1659
1164,20207,2013,34240,36105,20214,5889,1616,5944,974,1598
1165,20207,2014,33100,36860,19813,6606,1558,5949,1372,1532
1166,20208,2010,25366.666666666668,49184,11030,2231,1332,7239,368,2372
1167,20208,2011,24033.333333333332,48991,10864,2136,1374,6998,350,2486
1168,20208,2012,22966.666666666668,48752,10796,2028,1492,6754,341,2506
1169,20208,2013,22166.666666666668,48143,10749,1926,1453,6587,306,2683
1170,20208,2014,21533.333333333332,47953,11197,1828,2000,6275,275,5379
1171,20209,2010,12540,58157,29808,7254,1953,20353,960,8492
1172,20209,2011,12296,57269,30329,7317,1878,19355,926,8411
1173,20209,2012,12090,57713,30068.5,7285.5,1915.5,19854,943,8451.5
1174,20209,2013,11918,57713,30068.5,7285.5,1915.5,19854,943,8451.5
1175,20209,2014,11768,57713,30068.5,7285.5,1915.5,19854,943,8451.5
1176,20210,2010,23500,40479,14501,2233,313,7547,327,1899
1177,20210,2011,22933.333333333332,40400,14435,2643,310,7228,543,1846
1178,20210,2012,22400,40119,15222,2883,313,6972,598,1799
1179,20210,2013,21933.333333333332,39781,15048,2929,304,6851,632,1763
1180,20210,2014,21500,39451,14759,2798,310,6591,597,1719
1181,20211,2010,28000,46300,23295,2666,387,7021,546,4203
1182,20211,2011,27157.14285714286,46563,23153,2545,367,6693,539,4049
1183,20211,2012,26428.571428571428,45947,22701,2904,346,6312,517,3995
1184,20211,2013,25800,45763,22478,2764,318,5997,550,3839
1185,20211,2014,25321.428571428572,45321,22085,3103,303,5629,545,3673
1186,20212,2010,12673.333333333334,30605,18472,3805,4990,8281,528,6401
1187,20212,2011,12195,30217,18185,3681,4840,7697,472,6158
1188,20212,2012,11778.333333333334,30411,18328.5,3743,4915,7989,500,6279.5
1189,20212,2013,11481.666666666666,30411,18328.5,3743,4915,7989,500,6279.5
1190,20212,2014,11255,30411,18328.5,3743,4915,7989,500,6279.5
1191,20214,2010,23670,60273,20734,6077,786,7306,453,13602
1192,20214,2011,22652,59630,22038,6174,752,6921,388,13186
1193,20214,2012,21984,58984,22083,6029,723,6665,357,13006
1194,20214,2013,21404,58199,21611,6748,753,6389,356,12744
1195,20214,2014,20910,57537,21152,6404,728,6111,539,12336
1196,20215,2010,35500,56644,39835,5714,1986,8921,1617,10574
1197,20215,2011,34928.57142857143,56601,39410,5692,1944,8540,1541,10257
1198,20215,2012,34500,56589,38964,5463,1907,8313,1488,10046
1199,20215,2013,34185.71428571428,56719,38614,5294,1833,8102,1416,9984
1200,20215,2014,34300,57316,38398,5552,1767,7920,1441,10602
1201,20217,2010,28290,99891,45034,11718,3561,14410,1511,9262
1202,20217,2011,27193.333333333332,101019,46402,10996,3139,13993,1432,8735
1203,20217,2012,26238.333333333332,102762,50274,10106,2795,13292,1448,8479
1204,20217,2013,25466.666666666668,103661,51381,9506,2952,12776,1559,8288
1205,20217,2014,24853.333333333332,102785,53928,9152,3066,13888,2557,8308
1206,20218,2010,34980,42888,26723,3976,976,9141,1084,9585
1207,20218,2011,33740,43158,26982,3827,986,8763,1040,9275
1208,20218,2012,32680,43117,28185,3743,960,8413,1045,8914
1209,20218,2013,31800,42933,29089,3831,935,8182,1088,8498
1210,20218,2014,31040,43084,29086,4650,919,8134,1106,8189
1211,20219,2010,24673.333333333332,23283,13417,3372,1477,9563,318,4528
1212,20219,2011,23510,23165,13088,3330,1343,9528,316,4807
1213,20219,2012,22580,22980,12885,3560,1210,9208,305,6157
1214,20219,2013,21816.666666666668,22707,12572,4315,1079,9567,296,7009
1215,20219,2014,21186.666666666668,22713,12980,4690,962,9310,288,6859
1216,20220,2010,26490,52257,42424,10310,2887,24847,724,7435
1217,20220,2011,26060,52273,42606,10106,2739,23530,886,8415
1218,20220,2012,25720,52445,42305,9982,2565,22391,912,10095
1219,20220,2013,25600,52872,42573,9862,2431,21547,976,11078
1220,20220,2014,25500,53210,43535,9996,2283,20281,1713,13765
1221,21202,2010,47972.72727272727,116868,64221,6393,11572,14076,1941,5770
1222,21202,2011,46795.454545454544,117382,65870,5986,11505,15938,1844,5504
1223,21202,2012,45890.90909090909,117853,66677,6131,10877,15365,1755,5296
1224,21202,2013,45427.27272727273,117181,67493,6603,10151,14866,1632,5039
1225,21202,2014,45177.27272727273,117970,67703,6387,9913,14304,1442,4787
1226,21203,2010,40943.333333333336,112876,56270,7952,5447,42404,5422,23684
1227,21203,2011,38539.333333333336,113099,56139,7548,5289,40076,5194,23460
1228,21203,2012,37044.666666666664,112797,56868,6955,4966,37700,4963,22991
1229,21203,2013,35965.333333333336,113212,55980,6631,4648,35458,4724,22440
1230,21203,2014,35141.333333333336,113228,54801,5670,4659,33201,5003,21908
1231,21204,2010,34466.666666666664,69150,38374,4144,13906,3521,3388,10151
1232,21204,2011,33500,69413,38779,3969,13294,3291,3346,10078
1233,21204,2012,33255.555555555555,69533,40084,3721,13405,3079,3233,10020
1234,21204,2013,33200,69173,39556,3826,13383,2996,3266,11798
1235,21204,2014,33155.555555555555,68808,39083,3910,13760,3192,3571,13512
1236,21205,2010,22384.615384615383,81412,44648,4371,6250,21045,2160,15905
1237,21205,2011,21976.923076923078,81054,46359,4256,6046,20096,2322,15476
1238,21205,2012,21653.846153846152,80247,47544,4429,5848,19106,2403,15006
1239,21205,2013,21392.30769230769,80941,48635,4419,5758,18149,2311,14954
1240,21205,2014,21100,80559,49515,4346,5789,17218,2267,15548
1241,21206,2010,14715.833333333334,82527,37449,6621,12142,28887,2034,9808
1242,21206,2011,14484.166666666666,81848,37215,6319,11872,27402,2131,9498
1243,21206,2012,14305,80931,37126,6074,11655,25867,2557,9147
1244,21206,2013,14148.333333333334,80314,36953,5867,11479,24494,3173,8910
1245,21206,2014,14019.166666666666,79679,36352,5463,11146,23265,3152,8752
1246,21207,2010,33200,21591,9134,568,1019,7462,519,2106
1247,21207,2011,32100,21286,9168,540,1035,7236,511,2230
1248,21207,2012,31350,20920,9080,510,1293,7014,519,2212
1249,21207,2013,30650,20663,9273,481,1216,6807,565,2193
1250,21207,2014,30050,20467,9110,458,1144,6617,552,2157
1251,21208,2010,23866.666666666668,35044,19875,2238,4420,2829,1737,3216
1252,21208,2011,23300,34780,19654,2280,4224,2947,1678,3187
1253,21208,2012,22966.666666666668,34319,19469,2246,3991,2863,1649,3198
1254,21208,2013,22716.666666666668,34002,19497,2176,3827,2785,1768,3262
1255,21208,2014,22583.333333333332,34536.25,19623.75,2235,4115.5,2856,1708,3215.75
1256,21210,2010,15162.5,54345,28401,5454,7502,19613,2757,7208
1257,21210,2011,14846.25,55293,28544,5264,7564,18663,2645,7561
1258,21210,2012,14592.5,55807,28184,4963,7686,17842,2463,7677
1259,21210,2013,14351.25,55756,27768,4681,7702,16990,2326,7467
1260,21210,2014,14087.5,55352,27179,4562,7733,16148,2158,8718
1261,21212,2010,33740,30204,22485,2462,5659,3550,2357,1521
1262,21212,2011,33300,30310,22359,2293,5332,3304,2500,1430
1263,21212,2012,32980,30177,22638,2121,5035,3061,2395,1386
1264,21212,2013,32740,30229,23038,1908,4674,2741,2350,1300
1265,21212,2014,32620,29876,24094,1712,4586,2433,2753,1232
1266,21214,2010,31437.5,86146,62839,4328,728,2444,808,7354
1267,21214,2011,31000,86751,61979,3861,726,2385,774,7126
1268,21214,2012,30837.5,86448.5,62409,4094.5,727,2414.5,791,7240
1269,21214,2013,30662.5,86448.5,62409,4094.5,727,2414.5,791,7240
1270,21214,2014,30425,86448.5,62409,4094.5,727,2414.5,791,7240
1271,21217,2010,23745,43351,19995,3023,5368,19009,1195,9828
1272,21217,2011,22250,43351,19995,3023,5368,19009,1195,9828
1273,21217,2012,21162.5,43351,19995,3023,5368,19009,1195,9828
1274,21217,2013,20055,43351,19995,3023,5368,19009,1195,9828
1275,21217,2014,19105,43351,19995,3023,5368,19009,1195,9828
1276,21219,2010,20037.5,63553,33770,5018,6329,31696,3237,17298
1277,21219,2011,19278.75,64198,34921,4893,6218,30010,2955,16734
1278,21219,2012,18701.25,63875.5,34345.5,4955.5,6273.5,30853,3096,17016
1279,21219,2013,18253.75,63875.5,34345.5,4955.5,6273.5,30853,3096,17016
1280,21219,2014,17812.5,63875.5,34345.5,4955.5,6273.5,30853,3096,17016
1281,21220,2010,17010,32605,23347,6011,2957,25144,2886,9482
1282,21220,2011,16306,32477,23075,5742,2873,24058,3091,9097
1283,21220,2012,15736,32541,23211,5876.5,2915,24601,2988.5,9289.5
1284,21220,2013,15286,32541,23211,5876.5,2915,24601,2988.5,9289.5
1285,21220,2014,14864,32541,23211,5876.5,2915,24601,2988.5,9289.5
1286,21221,2010,29125,20341,24115,3652,1343,8131,1521,3518
1287,21221,2011,28250,19945,24313,3543,1298,7689,1408,3601
1288,21221,2012,27400,20143,24214,3597.5,1320.5,7910,1464.5,3559.5
1289,21221,2013,26625,20143,24214,3597.5,1320.5,7910,1464.5,3559.5
1290,21221,2014,26025,20143,24214,3597.5,1320.5,7910,1464.5,3559.5
1291,22100,2010,118388.46153846153,744297,251225,26032,67474,84059,14372,45079
1292,22100,2011,117007.69230769231,761283,246026,25341,64223,81618,14167,44252
1293,22100,2012,116811.53846153847,772589,245545,24008,61104,80205,14156,42807
1294,22100,2013,117028.84615384616,784122,242718,23004,57658,78473,17424,41074
1295,22100,2014,116750,792228,239984,22242,54567,76176,21275,39568
1296,22130,2010,63707.42857142857,908817,283500,17791,71790,88455,18052,48324
1297,22130,2011,62716,903591,279243,17218,72136,88289,18911,50605
1298,22130,2012,62499.57142857143,906204,281371.5,17504.5,71963,88372,18481.5,49464.5
1299,22130,2013,62490.142857142855,906204,281371.5,17504.5,71963,88372,18481.5,49464.5
1300,22130,2014,62350.71428571428,906204,281371.5,17504.5,71963,88372,18481.5,49464.5
1301,22203,2010,93728,208457,77623,12480,14960,17473,8260,10913
1302,22203,2011,92164,211220,77791,12057,14406,17112,9803,10555
1303,22203,2012,90516,216690,77147,11658,13898,16702,9688,10200
1304,22203,2013,88228,217023,77702,11434,13355,16125,9987,10213
1305,22203,2014,86324,217333,76556,10988,12748,15567,10229,11607
1306,22205,2010,58387.5,43171,19979,933,5066,5831,1728,4049
1307,22205,2011,57175,42607,19537,906,4739,5687,1764,4042
1308,22205,2012,56462.5,42404,19502,900,4405,5572,1772,4415
1309,22205,2013,55712.5,41972,20191,936,4160,5567,1923,5689
1310,22205,2014,55050,41318,19893,919,3915,5542,1931,6247
1311,22206,2010,109875,59772,48266,1895,5216,3191,2196,5924
1312,22206,2011,109725,59692,48723,2114,4815,3188,2243,5907
1313,22206,2012,110350,59699,48227,2145,4425,3172,2237,5828
1314,22206,2013,110812.5,59757,47660,2267,4307,3131,2333,5769
1315,22206,2014,111687.5,61020,47009,2293,5314,3054,3041,5663
1316,22207,2010,42118.181818181816,65568,32555,4241,5170,12488,4514,13758
1317,22207,2011,41336.36363636364,65230,32060,4057,4946,11978,4436,13595
1318,22207,2012,40704.545454545456,65238,31787,3841,4731,11595,4432,13433
1319,22207,2013,40172.72727272727,65297,31639,4353,4540,11053,4444,14043
1320,22207,2014,39722.72727272727,65189,31406,4112,4471,10514,4544,15106
1321,22209,2010,54420,102140,36213,2863,9939,13454,3528,12485
1322,22209,2011,53700,101235,35620,2740,9405,13018,3514,12164
1323,22209,2012,52810,102000,35154,2621,8802,12514,3651,11621
1324,22209,2013,52220,100845,34684,2493,8210,13629,3915,11056
1325,22209,2014,51740,99579,36088,2390,7735,13949,3896,10486
1326,22210,2010,66846.875,196091,87613,9384,11093,9312,8045,28059
1327,22210,2011,65965.625,197917,86661,9266,10822,9256,8275,27004
1328,22210,2012,65278.125,199800,87038,9240,10439,9070,8235,26701
1329,22210,2013,64709.375,202067,87309,8991,10056,9176,8119,25701
1330,22210,2014,64156.25,203107,88742,8584,9735,9182,8261,25404
1331,22211,2010,49876.470588235294,140777,52963,6420,15201,9211,4865,13697
1332,22211,2011,49247.05882352941,140433,51607,6116,15523,8595,6541,13219
1333,22211,2012,48735.294117647056,140004,50814,6174,15231,8050,6892,12742
1334,22211,2013,48447.05882352941,139357,50672,6107,14465,7616,6704,12502
1335,22211,2014,48182.35294117647,140142.75,51514,6204.25,15105,8368,6250.5,13040
1336,22212,2010,63185.71428571428,145734,48879,7429,1859,8132,6737,10529
1337,22212,2011,61221.42857142857,145368,50282,7402,1855,7750,6659,10552
1338,22212,2012,59335.71428571428,145551,49580.5,7415.5,1857,7941,6698,10540.5
1339,22212,2013,57635.71428571428,145551,49580.5,7415.5,1857,7941,6698,10540.5
1340,22212,2014,56150,145551,49580.5,7415.5,1857,7941,6698,10540.5
1341,22213,2010,50240,110848,48119,4126,4961,16426,3579,15102
1342,22213,2011,49520,110591,47705,4323,4634,15485,3316,14857
1343,22213,2012,49190,111109,47516,4421,4336,14617,3322,14541
1344,22213,2013,49140,111705,48486,4507,4154,13904,3278,14285
1345,22213,2014,48840,111270,47679,4576,5820,13236,3510,13975
1346,22215,2010,64811.11111111111,89419,42311,2755,2299,4466,852,13844
1347,22215,2011,64722.22222222222,90804,45747,2959,2145,4467,1128,14107
1348,22215,2012,64677.77777777778,91519,46913,3200,2010,4448,1038,13754
1349,22215,2013,64622.22222222222,91987,47357,3486,1854,4316,1000,13819
1350,22215,2014,64566.666666666664,90932.25,45582,3100,2077,4424.25,1004.5,13881
1351,22219,2010,55000,16032,6280,529,1905,8947,111,708
1352,22219,2011,54800,15737,6086,488,1819,8598,150,621
1353,22219,2012,54600,15494,5884,511,1736,8221,141,555
1354,22219,2013,54600,15295,5839,1204,1738,7927,338,520
1355,22219,2014,54900,15209,5693,1168,1664,7542,378,522
1356,22220,2010,70385.71428571429,58943,26898,2569,2825,7324,2017,3815
1357,22220,2011,70457.14285714286,59851,26507,2747,2900,7068,1859,4413
1358,22220,2012,70842.85714285714,60919,26124,2581,2926,6920,1622,4300
1359,22220,2013,71025.71428571429,59904.333333333336,26509.666666666668,2632.3333333333335,2883.6666666666665,7104,1832.6666666666667,4176
